,hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year,Month
2604,2010-04-19T12,63.84,48.06,10.0,0.56,0.53,1018.21,6.65,138.0,,partly-cloudy-day,Partly Cloudy,2010,04
2605,2010-04-19T13,65.67,46.27,10.0,0.5,0.54,1017.71,5.75,127.0,,partly-cloudy-day,Partly Cloudy,2010,04
2606,2010-04-19T14,68.33,44.81,10.0,0.43,0.55,1017.22,6.2,141.0,,partly-cloudy-day,Partly Cloudy,2010,04
2607,2010-04-19T15,69.96,44.18,10.0,0.39,0.57,1016.63,2.78,151.0,,partly-cloudy-day,Partly Cloudy,2010,04
2608,2010-04-19T16,69.98,41.94,10.0,0.36,0.72,1015.93,5.52,137.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2609,2010-04-19T17,69.59,41.72,10.0,0.36,0.72,1015.24,2.65,181.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2610,2010-04-19T18,69.34,42.61,10.0,0.38,0.72,1015.18,2.86,202.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2611,2010-04-19T19,68.83,42.42,10.0,0.38,0.71,1015.27,6.33,189.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2612,2010-04-19T20,59.84,56.81,8.43,0.9,0.71,1011.92,2.43,114.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2613,2010-04-19T21,64.2,44.36,10.0,0.48,0.72,1015.5,4.91,141.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2614,2010-04-19T22,62.39,45.32,10.0,0.54,0.76,1015.62,0.0,,,partly-cloudy-night,Mostly Cloudy,2010,04
2615,2010-04-19T23,60.99,45.93,10.0,0.58,0.88,1015.96,5.0,180.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2616,2010-04-20T00,60.86,47.39,10.0,0.61,0.97,1015.69,4.63,180.0,,cloudy,Overcast,2010,04
2617,2010-04-20T01,60.87,46.67,10.0,0.6,0.99,1015.24,3.01,179.0,,cloudy,Overcast,2010,04
2618,2010-04-20T02,60.69,46.91,10.0,0.6,0.83,1014.84,2.96,182.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2619,2010-04-20T03,60.55,47.42,10.0,0.62,0.98,1014.13,7.0,170.0,,cloudy,Overcast,2010,04
2620,2010-04-20T04,58.96,48.44,8.58,0.68,0.99,1014.29,4.78,200.0,,cloudy,Overcast,2010,04
2621,2010-04-20T05,57.57,48.61,10.0,0.72,1.0,1014.46,10.13,189.0,rain,cloudy,Overcast,2010,04
2622,2010-04-20T06,58.54,47.67,10.0,0.67,1.0,1014.12,8.73,201.0,,cloudy,Overcast,2010,04
2623,2010-04-20T07,57.6,48.58,10.0,0.72,0.84,1014.37,8.24,198.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2624,2010-04-20T08,56.78,51.79,7.2,0.83,0.84,1015.36,5.44,198.0,rain,rain,Drizzle,2010,04
2625,2010-04-20T09,57.56,52.65,9.2,0.84,0.99,1015.15,5.35,151.0,rain,cloudy,Overcast,2010,04
2626,2010-04-20T10,57.2,53.83,6.1,0.88,1.0,1015.48,5.74,193.0,rain,rain,Light Rain,2010,04
2627,2010-04-20T11,57.4,54.76,6.29,0.91,0.99,1015.35,6.8,179.0,rain,rain,Light Rain,2010,04
2628,2010-04-20T12,58.22,55.51,6.66,0.91,1.0,1015.12,8.38,167.0,rain,rain,Light Rain,2010,04
2629,2010-04-20T13,57.83,55.09,6.31,0.91,1.0,1014.63,6.38,169.0,rain,rain,Light Rain,2010,04
2630,2010-04-20T14,60.68,56.8,6.34,0.87,0.99,1013.73,7.3,173.0,rain,cloudy,Overcast,2010,04
2631,2010-04-20T15,61.01,56.87,7.97,0.86,0.97,1013.09,7.67,176.0,rain,cloudy,Overcast,2010,04
2632,2010-04-20T16,63.72,57.11,9.32,0.79,0.5,1012.3,4.49,171.0,rain,partly-cloudy-day,Partly Cloudy,2010,04
2633,2010-04-20T17,63.94,56.99,9.01,0.78,0.76,1011.7,5.67,158.0,rain,rain,Light Rain,2010,04
2634,2010-04-20T18,62.66,57.59,6.08,0.84,0.88,1011.4,4.14,152.0,rain,rain,Rain,2010,04
2635,2010-04-20T19,61.0,56.74,8.58,0.86,0.7,1011.63,7.94,127.0,rain,rain,Light Rain,2010,04
2636,2010-04-20T20,66.43,42.37,10.0,0.42,0.25,1010.59,7.9,310.0,,partly-cloudy-day,Partly Cloudy,2010,04
2637,2010-04-20T21,57.68,55.28,7.56,0.92,0.69,1012.23,4.18,92.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2638,2010-04-20T22,58.58,54.96,7.96,0.88,0.69,1012.72,5.48,70.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2639,2010-04-20T23,56.52,54.54,5.29,0.93,0.67,1012.73,4.22,110.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2640,2010-04-21T00,56.8,55.01,5.41,0.94,0.93,1012.43,5.0,90.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2641,2010-04-21T01,56.14,54.4,4.08,0.94,0.94,1012.23,0.0,,,cloudy,Overcast,2010,04
2642,2010-04-21T02,56.6,54.15,3.26,0.92,0.75,1011.98,2.2,305.0,rain,partly-cloudy-night,Mostly Cloudy,2010,04
2643,2010-04-21T03,55.92,54.2,3.77,0.94,0.99,1011.64,7.93,310.0,,cloudy,Overcast,2010,04
2644,2010-04-21T04,54.4,53.2,2.06,0.96,0.99,1011.63,6.13,307.0,rain,cloudy,Overcast,2010,04
2645,2010-04-21T05,53.53,53.05,1.3,0.98,0.81,1011.64,7.58,308.0,rain,fog,Foggy,2010,04
2646,2010-04-21T06,52.59,51.31,2.89,0.95,0.82,1011.76,6.24,310.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2647,2010-04-21T07,51.71,50.38,1.21,0.95,0.81,1012.24,7.4,309.0,,fog,Foggy,2010,04
2648,2010-04-21T08,53.29,51.4,2.03,0.93,0.94,1012.75,2.96,290.0,,cloudy,Overcast,2010,04
2649,2010-04-21T09,54.22,51.89,3.92,0.92,0.32,1013.04,6.24,291.0,,partly-cloudy-day,Partly Cloudy,2010,04
2650,2010-04-21T10,58.35,51.66,8.61,0.78,0.22,1012.92,5.85,323.0,,clear-day,Clear,2010,04
2651,2010-04-21T11,63.1,48.37,9.9,0.59,0.22,1012.8,6.72,325.0,,clear-day,Clear,2010,04
2652,2010-04-21T12,65.4,45.63,10.0,0.49,0.25,1012.89,9.21,318.0,,partly-cloudy-day,Partly Cloudy,2010,04
2653,2010-04-21T13,67.89,44.1,10.0,0.42,0.28,1012.21,8.04,316.0,,partly-cloudy-day,Partly Cloudy,2010,04
2654,2010-04-21T14,69.18,43.06,10.0,0.39,0.27,1011.51,11.69,341.0,,partly-cloudy-day,Partly Cloudy,2010,04
2655,2010-04-21T15,71.56,42.93,10.0,0.36,0.32,1011.2,12.01,324.0,,partly-cloudy-day,Partly Cloudy,2010,04
2656,2010-04-21T16,70.32,43.19,10.0,0.38,0.34,1010.6,11.04,324.0,,partly-cloudy-day,Partly Cloudy,2010,04
2657,2010-04-21T17,71.15,42.2,10.0,0.35,0.37,1010.0,8.01,317.0,,partly-cloudy-day,Partly Cloudy,2010,04
2658,2010-04-21T18,71.06,41.65,10.0,0.35,0.31,1010.09,8.3,312.0,,partly-cloudy-day,Partly Cloudy,2010,04
2659,2010-04-21T19,69.96,41.44,10.0,0.36,0.28,1010.31,10.68,325.0,,partly-cloudy-day,Partly Cloudy,2010,04
2660,2010-04-21T20,72.5,48.24,10.0,0.42,0.6,1011.79,5.18,214.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2661,2010-04-21T21,62.8,42.75,9.95,0.48,0.02,1011.08,5.6,309.0,,clear-night,Clear,2010,04
2662,2010-04-21T22,61.2,43.82,9.97,0.53,0.01,1011.45,4.95,291.0,,clear-night,Clear,2010,04
2663,2010-04-21T23,59.17,43.46,9.89,0.56,0.0,1011.75,4.89,290.0,,clear-night,Clear,2010,04
2664,2010-04-22T00,57.96,43.6,9.78,0.59,0.0,1011.45,2.99,301.0,,clear-night,Clear,2010,04
2665,2010-04-22T01,55.51,43.6,9.4,0.64,0.0,1011.46,0.0,,,clear-night,Clear,2010,04
2666,2010-04-22T02,54.41,42.94,9.27,0.65,0.01,1011.58,0.0,,,clear-night,Clear,2010,04
2667,2010-04-22T03,52.17,43.11,9.0,0.71,0.03,1011.65,4.89,290.0,,clear-night,Clear,2010,04
2668,2010-04-22T04,51.12,43.66,8.81,0.76,0.02,1011.84,3.0,280.0,,clear-night,Clear,2010,04
2669,2010-04-22T05,50.35,43.96,8.97,0.79,0.0,1012.03,2.93,280.0,,clear-night,Clear,2010,04
2670,2010-04-22T06,50.13,43.8,8.86,0.79,0.0,1012.27,5.0,20.0,,clear-night,Clear,2010,04
2671,2010-04-22T07,51.27,42.71,8.87,0.72,0.23,1012.86,5.0,10.0,,clear-night,Clear,2010,04
2672,2010-04-22T08,52.65,44.22,8.96,0.73,0.5,1013.5,2.35,31.0,,partly-cloudy-day,Partly Cloudy,2010,04
2673,2010-04-22T09,58.38,45.92,9.34,0.63,0.5,1014.08,2.93,310.0,,partly-cloudy-day,Partly Cloudy,2010,04
2674,2010-04-22T10,64.09,45.26,9.78,0.5,0.25,1014.27,5.88,329.0,,partly-cloudy-day,Partly Cloudy,2010,04
2675,2010-04-22T11,68.84,45.49,10.0,0.43,0.22,1014.23,0.59,253.0,,clear-day,Clear,2010,04
2676,2010-04-22T12,72.77,42.12,10.0,0.33,0.22,1013.75,7.13,317.0,,clear-day,Clear,2010,04
2677,2010-04-22T13,73.36,41.78,10.0,0.32,0.02,1013.51,5.27,294.0,,clear-day,Clear,2010,04
2678,2010-04-22T14,75.27,41.23,10.0,0.29,0.25,1013.11,5.51,276.0,,partly-cloudy-day,Partly Cloudy,2010,04
2679,2010-04-22T15,76.19,42.34,10.0,0.3,0.24,1012.49,8.67,246.0,,clear-day,Clear,2010,04
2680,2010-04-22T16,76.31,43.89,10.0,0.32,0.28,1011.99,5.39,285.0,,partly-cloudy-day,Partly Cloudy,2010,04
2681,2010-04-22T17,77.16,44.62,10.0,0.32,0.62,1011.6,4.97,197.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2682,2010-04-22T18,75.76,44.35,10.0,0.33,0.65,1011.58,5.05,238.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2683,2010-04-22T19,74.59,45.42,9.99,0.35,0.66,1011.68,4.2,227.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2684,2010-04-22T20,75.81,49.14,10.0,0.39,0.7,1011.55,5.53,187.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2685,2010-04-22T21,68.02,49.21,10.0,0.51,0.55,1012.11,3.0,210.0,,partly-cloudy-night,Partly Cloudy,2010,04
2686,2010-04-22T22,66.2,50.22,10.0,0.56,0.24,1012.54,4.89,230.0,,clear-night,Clear,2010,04
2687,2010-04-22T23,63.84,49.61,9.93,0.6,0.25,1012.82,4.96,230.0,,partly-cloudy-night,Partly Cloudy,2010,04
2688,2010-04-23T00,62.87,49.85,9.89,0.62,0.24,1012.81,5.0,220.0,,clear-night,Clear,2010,04
2689,2010-04-23T01,61.73,50.33,9.89,0.66,0.5,1012.7,1.03,295.0,,partly-cloudy-night,Partly Cloudy,2010,04
2690,2010-04-23T02,60.59,49.7,9.79,0.67,0.21,1012.24,0.78,322.0,,clear-night,Clear,2010,04
2691,2010-04-23T03,59.01,50.17,9.64,0.72,0.21,1012.01,2.61,226.0,,clear-night,Clear,2010,04
2692,2010-04-23T04,56.82,50.66,9.57,0.8,0.22,1012.07,3.0,250.0,,clear-night,Clear,2010,04
2693,2010-04-23T05,57.39,50.12,9.18,0.77,0.21,1012.14,4.52,250.0,,clear-night,Clear,2010,04
2694,2010-04-23T06,57.28,49.87,9.22,0.76,0.24,1012.53,2.47,250.0,,clear-night,Clear,2010,04
2695,2010-04-23T07,55.97,50.22,9.08,0.81,0.22,1013.13,4.85,241.0,,clear-night,Clear,2010,04
2696,2010-04-23T08,58.19,51.8,9.2,0.79,0.01,1013.92,,,,clear-day,Clear,2010,04
2697,2010-04-23T09,64.9,54.04,9.53,0.68,0.0,1014.34,5.26,286.0,,clear-day,Clear,2010,04
2698,2010-04-23T10,71.04,53.76,9.83,0.54,0.0,1014.49,2.73,245.0,,clear-day,Clear,2010,04
2699,2010-04-23T11,74.74,52.72,10.0,0.46,0.0,1014.48,5.46,226.0,,clear-day,Clear,2010,04
2700,2010-04-23T12,77.21,50.88,10.0,0.4,0.02,1014.56,7.8,206.0,,clear-day,Clear,2010,04
2701,2010-04-23T13,78.66,49.3,10.0,0.36,0.23,1014.15,11.55,212.0,,clear-day,Clear,2010,04
2702,2010-04-23T14,81.15,48.99,10.0,0.33,0.23,1013.75,9.18,244.0,,clear-day,Clear,2010,04
2703,2010-04-23T15,82.21,48.81,10.0,0.31,0.22,1012.94,8.59,194.0,,clear-day,Clear,2010,04
2704,2010-04-23T16,82.43,46.79,9.86,0.29,0.22,1012.28,11.47,186.0,,clear-day,Clear,2010,04
2705,2010-04-23T17,82.43,46.18,9.93,0.28,0.22,1011.54,10.58,211.0,,clear-day,Clear,2010,04
2706,2010-04-23T18,82.17,48.19,10.0,0.31,0.52,1011.29,8.47,203.0,,partly-cloudy-day,Partly Cloudy,2010,04
2707,2010-04-23T19,80.07,47.59,10.0,0.32,0.53,1011.44,8.2,198.0,,partly-cloudy-day,Partly Cloudy,2010,04
2708,2010-04-23T20,66.06,63.62,3.72,0.92,0.99,1006.74,13.78,167.0,rain,rain,Rain,2010,04
2709,2010-04-23T21,73.67,49.85,10.0,0.43,0.73,1011.72,6.68,198.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2710,2010-04-23T22,72.91,49.83,10.0,0.44,0.76,1012.54,6.29,207.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2711,2010-04-23T23,71.15,50.59,10.0,0.48,0.76,1012.61,6.21,181.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2712,2010-04-24T00,71.16,50.43,10.0,0.48,0.82,1012.86,5.43,161.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2713,2010-04-24T01,70.06,51.93,9.71,0.53,0.91,1013.7,4.47,221.0,rain,partly-cloudy-night,Mostly Cloudy,2010,04
2714,2010-04-24T02,67.64,54.39,9.64,0.63,0.94,1013.29,6.38,182.0,rain,cloudy,Overcast,2010,04
2715,2010-04-24T03,64.06,57.76,8.17,0.8,0.97,1013.83,9.85,219.0,rain,cloudy,Overcast,2010,04
2716,2010-04-24T04,62.75,59.31,6.6,0.89,1.0,1012.77,3.54,132.0,rain,rain,Rain,2010,04
2717,2010-04-24T05,62.82,59.43,8.76,0.89,0.98,1013.58,2.15,358.0,rain,rain,Light Rain,2010,04
2718,2010-04-24T06,62.68,60.7,6.5,0.93,1.0,1013.0,7.62,80.0,rain,rain,Light Rain,2010,04
2719,2010-04-24T07,61.95,59.89,7.36,0.93,1.0,1013.8,6.49,55.0,rain,rain,Rain,2010,04
2720,2010-04-24T08,62.57,60.47,3.27,0.93,0.99,1014.55,7.37,79.0,rain,rain,Light Rain,2010,04
2721,2010-04-24T09,62.75,60.44,2.93,0.92,0.99,1014.41,9.64,120.0,rain,rain,Light Rain,2010,04
2722,2010-04-24T10,61.43,57.78,6.52,0.88,0.99,1013.76,9.13,132.0,rain,rain,Rain,2010,04
2723,2010-04-24T11,61.51,58.32,9.59,0.89,0.98,1013.04,14.01,132.0,rain,cloudy,Overcast,2010,04
2724,2010-04-24T12,61.73,58.73,2.13,0.9,0.99,1011.99,7.86,180.0,rain,rain,Rain,2010,04
2725,2010-04-24T13,61.42,60.56,3.11,0.97,0.99,1014.18,7.0,138.0,rain,rain,Rain,2010,04
2726,2010-04-24T14,61.51,60.87,1.56,0.98,1.0,1013.29,9.09,158.0,rain,rain,Heavy Rain,2010,04
2727,2010-04-24T15,62.89,60.99,1.64,0.94,0.99,1012.8,12.02,139.0,rain,rain,Rain,2010,04
2728,2010-04-24T16,63.94,61.1,5.79,0.9,0.95,1010.3,9.17,139.0,rain,rain,Light Rain,2010,04
2729,2010-04-24T17,64.79,61.24,8.99,0.88,0.96,1009.17,13.33,147.0,rain,cloudy,Overcast,2010,04
2730,2010-04-24T18,65.64,62.61,6.93,0.9,0.95,1008.12,16.25,133.0,rain,cloudy,Overcast,2010,04
2731,2010-04-24T19,66.64,63.57,6.49,0.9,0.98,1006.96,17.04,158.0,rain,cloudy,Overcast,2010,04
2732,2010-04-24T20,73.66,52.95,10.0,0.48,0.37,999.06,6.51,240.0,,partly-cloudy-day,Partly Cloudy,2010,04
2733,2010-04-24T21,66.07,63.16,4.82,0.9,0.99,1006.4,14.77,161.0,rain,rain,Light Rain,2010,04
2734,2010-04-24T22,67.32,63.09,6.5,0.86,1.0,1006.63,15.65,167.0,rain,rain,Light Rain,2010,04
2735,2010-04-24T23,66.25,63.97,5.49,0.92,0.99,1006.01,9.97,226.0,rain,rain,Light Rain,2010,04
2736,2010-04-25T00,66.99,64.83,8.06,0.93,1.0,1005.48,13.78,187.0,rain,rain,Light Rain,2010,04
2737,2010-04-25T01,67.24,65.0,5.49,0.93,1.0,1004.48,9.32,179.0,,cloudy,Overcast,2010,04
2738,2010-04-25T02,67.43,65.88,6.05,0.95,0.98,1003.8,9.38,188.0,rain,cloudy,Overcast,2010,04
2739,2010-04-25T03,68.28,65.81,8.74,0.92,1.0,1003.27,12.37,199.0,rain,cloudy,Overcast,2010,04
2740,2010-04-25T04,69.06,65.77,9.6,0.89,0.95,1002.81,12.02,218.0,rain,cloudy,Overcast,2010,04
2741,2010-04-25T05,69.56,64.81,9.48,0.85,0.93,1001.99,11.23,240.0,rain,partly-cloudy-night,Mostly Cloudy,2010,04
2742,2010-04-25T06,68.56,64.42,9.21,0.87,0.69,1001.97,10.58,257.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2743,2010-04-25T07,66.39,63.45,8.11,0.9,0.33,1002.38,5.93,247.0,,partly-cloudy-night,Partly Cloudy,2010,04
2744,2010-04-25T08,65.89,63.64,5.52,0.92,0.69,1003.07,4.58,210.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2745,2010-04-25T09,68.86,64.48,6.0,0.86,0.62,1003.56,6.7,221.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2746,2010-04-25T10,72.3,61.1,9.76,0.68,0.63,1003.55,9.13,236.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2747,2010-04-25T11,72.95,57.66,10.0,0.59,0.6,1003.36,9.04,236.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2748,2010-04-25T12,74.21,55.07,9.88,0.51,0.62,1003.33,11.33,237.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2749,2010-04-25T13,75.97,54.41,10.0,0.47,0.65,1002.48,16.05,232.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2750,2010-04-25T14,77.79,53.77,10.0,0.43,0.64,1001.4,15.01,253.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2751,2010-04-25T15,77.23,51.35,10.0,0.41,0.65,1000.42,13.31,242.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2752,2010-04-25T16,78.02,51.85,10.0,0.4,0.72,999.73,15.47,241.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2753,2010-04-25T17,77.96,51.7,10.0,0.4,0.68,999.04,13.84,240.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2754,2010-04-25T18,77.71,51.3,10.0,0.4,0.39,998.85,14.5,257.0,,partly-cloudy-day,Partly Cloudy,2010,04
2755,2010-04-25T19,75.92,51.88,10.0,0.43,0.74,999.26,11.9,241.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2756,2010-04-25T20,60.3,50.07,10.0,0.69,0.75,1002.88,12.26,288.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2757,2010-04-25T21,71.1,53.72,10.0,0.54,0.38,999.24,4.89,225.0,,partly-cloudy-night,Partly Cloudy,2010,04
2758,2010-04-25T22,68.59,53.7,10.0,0.59,0.72,999.4,5.01,231.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2759,2010-04-25T23,67.45,54.53,9.99,0.63,0.36,999.68,6.72,226.0,rain,partly-cloudy-night,Partly Cloudy,2010,04
2760,2010-04-26T00,66.17,54.23,10.0,0.65,0.32,999.76,7.58,276.0,rain,partly-cloudy-night,Partly Cloudy,2010,04
2761,2010-04-26T01,65.13,54.1,10.0,0.67,0.56,999.48,8.04,267.0,,partly-cloudy-night,Partly Cloudy,2010,04
2762,2010-04-26T02,63.86,52.73,10.0,0.67,0.22,999.47,8.41,269.0,,clear-night,Clear,2010,04
2763,2010-04-26T03,62.81,52.12,10.0,0.68,0.0,998.97,10.04,280.0,,clear-night,Clear,2010,04
2764,2010-04-26T04,60.9,52.1,10.0,0.73,0.0,998.76,8.92,280.0,,clear-night,Clear,2010,04
2765,2010-04-26T05,59.02,52.16,10.0,0.78,0.0,998.85,8.27,280.0,,clear-night,Clear,2010,04
2766,2010-04-26T06,57.96,51.95,10.0,0.8,0.0,999.07,7.45,272.0,,clear-night,Clear,2010,04
2767,2010-04-26T07,56.99,51.07,10.0,0.81,0.22,999.1,9.95,286.0,,clear-day,Clear,2010,04
2768,2010-04-26T08,57.94,51.09,10.0,0.78,0.02,999.51,8.62,278.0,,clear-day,Clear,2010,04
2769,2010-04-26T09,60.18,51.31,10.0,0.72,0.28,1000.05,10.0,279.0,,partly-cloudy-day,Partly Cloudy,2010,04
2770,2010-04-26T10,63.6,52.51,10.0,0.67,0.37,999.97,10.27,280.0,,partly-cloudy-day,Partly Cloudy,2010,04
2771,2010-04-26T11,64.39,51.16,10.0,0.62,0.73,1000.06,13.47,273.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2772,2010-04-26T12,65.06,51.05,10.0,0.6,0.81,1000.49,13.81,280.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2773,2010-04-26T13,65.73,49.61,10.0,0.56,0.81,1000.41,16.3,273.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2774,2010-04-26T14,64.23,49.1,10.0,0.58,0.99,1000.4,14.74,300.0,,cloudy,Overcast,2010,04
2775,2010-04-26T15,64.95,49.19,10.0,0.57,0.81,1000.76,17.76,289.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2776,2010-04-26T16,62.62,49.29,10.0,0.62,0.8,1001.17,16.94,289.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2777,2010-04-26T17,64.58,50.13,10.0,0.59,0.81,1001.24,18.29,281.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2778,2010-04-26T18,62.41,49.45,10.0,0.63,0.97,1001.85,14.49,289.0,,cloudy,Overcast,2010,04
2779,2010-04-26T19,61.46,50.11,10.0,0.66,0.77,1002.35,12.6,276.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2780,2010-04-26T20,54.01,38.97,10.0,0.57,0.26,1008.5,19.7,307.0,,wind,Breezy and Partly Cloudy,2010,04
2781,2010-04-26T21,60.05,49.93,10.0,0.69,0.81,1003.67,13.99,289.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2782,2010-04-26T22,59.12,48.98,10.0,0.69,0.82,1004.38,11.91,288.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2783,2010-04-26T23,58.33,49.88,10.0,0.73,1.0,1004.94,11.65,281.0,,cloudy,Overcast,2010,04
2784,2010-04-27T00,58.08,49.75,9.95,0.74,0.99,1004.7,11.82,289.0,,cloudy,Overcast,2010,04
2785,2010-04-27T01,57.17,49.14,10.0,0.74,0.95,1004.6,11.73,282.0,,cloudy,Overcast,2010,04
2786,2010-04-27T02,56.78,49.14,9.9,0.76,0.73,1004.54,10.0,274.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2787,2010-04-27T03,55.04,49.06,9.92,0.8,0.73,1004.65,9.89,280.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2788,2010-04-27T04,53.48,48.97,9.92,0.85,0.71,1004.51,7.59,274.0,,partly-cloudy-night,Mostly Cloudy,2010,04
2789,2010-04-27T05,53.97,48.22,9.95,0.81,0.32,1004.08,8.16,269.0,,partly-cloudy-night,Partly Cloudy,2010,04
2790,2010-04-27T06,52.11,48.8,9.92,0.88,0.28,1004.07,7.24,259.0,,partly-cloudy-night,Partly Cloudy,2010,04
2791,2010-04-27T07,51.45,48.94,9.85,0.91,0.34,1004.53,7.99,269.0,,partly-cloudy-day,Partly Cloudy,2010,04
2792,2010-04-27T08,52.66,49.06,8.38,0.88,0.74,1004.97,9.01,267.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2793,2010-04-27T09,54.68,49.16,10.0,0.82,0.78,1005.46,9.4,283.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2794,2010-04-27T10,55.75,49.23,10.0,0.79,0.95,1006.02,10.78,277.0,,cloudy,Overcast,2010,04
2795,2010-04-27T11,58.91,49.19,10.0,0.7,0.78,1006.07,14.16,278.0,rain,partly-cloudy-day,Mostly Cloudy,2010,04
2796,2010-04-27T12,60.82,48.05,9.87,0.63,0.75,1005.88,14.09,262.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2797,2010-04-27T13,63.77,46.4,9.96,0.53,0.75,1005.34,15.55,277.0,rain,partly-cloudy-day,Mostly Cloudy,2010,04
2798,2010-04-27T14,64.05,44.15,10.0,0.48,0.68,1004.97,20.51,280.0,rain,wind,Breezy and Mostly Cloudy,2010,04
2799,2010-04-27T15,64.05,39.69,10.0,0.41,0.74,1004.9,21.34,287.0,rain,wind,Breezy and Mostly Cloudy,2010,04
2800,2010-04-27T16,62.31,39.21,9.89,0.42,0.75,1005.12,15.19,282.0,,partly-cloudy-day,Mostly Cloudy,2010,04
2801,2010-04-27T17,60.23,39.7,9.95,0.47,0.74,1005.46,19.58,296.0,rain,wind,Breezy and Mostly Cloudy,2010,04
2802,2010-04-27T18,53.96,42.93,9.12,0.66,0.89,1007.16,20.53,282.0,rain,rain,Drizzle and Breezy,2010,04
2803,2010-04-27T19,56.44,38.8,10.0,0.52,0.31,1007.75,20.64,307.0,,wind,Breezy and Partly Cloudy,2010,04
2804,2010-04-27T20,62.47,40.07,10.0,0.44,0.3,1015.29,7.9,315.0,,partly-cloudy-day,Partly Cloudy,2010,04
2805,2010-04-27T21,51.33,39.39,10.0,0.64,0.24,1009.48,12.92,291.0,,clear-night,Clear,2010,04
2806,2010-04-27T22,50.33,41.02,10.0,0.7,0.02,1010.29,12.07,291.0,,clear-night,Clear,2010,04
2807,2010-04-27T23,50.1,41.3,10.0,0.72,0.33,1010.75,12.28,291.0,,partly-cloudy-night,Partly Cloudy,2010,04
2808,2010-04-28T00,49.19,42.27,10.0,0.77,0.24,1011.17,10.27,300.0,,clear-night,Clear,2010,04
2809,2010-04-28T01,48.99,42.36,10.0,0.78,0.27,1011.87,10.21,308.0,,partly-cloudy-night,Partly Cloudy,2010,04
2810,2010-04-28T02,47.97,42.99,10.0,0.83,0.02,1012.38,9.24,315.0,,clear-night,Clear,2010,04
2811,2010-04-28T03,46.92,42.91,10.0,0.86,0.0,1012.36,8.14,317.0,,clear-night,Clear,2010,04
2812,2010-04-28T04,45.87,42.06,9.82,0.86,0.0,1012.21,5.63,327.0,,clear-night,Clear,2010,04
2813,2010-04-28T05,44.88,41.77,9.86,0.89,0.0,1011.98,6.91,337.0,,clear-night,Clear,2010,04
2814,2010-04-28T06,44.76,41.71,9.82,0.89,0.0,1013.28,8.04,298.0,,clear-night,Clear,2010,04
2815,2010-04-28T07,43.19,40.99,8.63,0.92,0.02,1014.71,7.72,289.0,,clear-day,Clear,2010,04
