CANCELLED,temperature_ORIGIN,dewPoint_ORIGIN,visibility_ORIGIN,humidity_ORIGIN,cloudCover_ORIGIN,pressure_ORIGIN,windSpeed_ORIGIN,windBearing_ORIGIN,DEP_DELAY_ORIGIN_1,DEP_DELAY_ORIGIN_2,DEP_DELAY_ORIGIN_3,DEP_DELAY_ORIGIN_4,DEP_DELAY_ORIGIN_5,DEP_DELAY_ORIGIN_6,DEP_DELAY_ORIGIN_7,DEP_DELAY_ORIGIN_8,DEP_DELAY_ORIGIN_9,DEP_DELAY_ORIGIN_10,DEP_DELAY_ORIGIN_11,DEP_DELAY_ORIGIN_12,DEP_DELAY_ORIGIN_13,DEP_DELAY_ORIGIN_14,DEP_DELAY_ORIGIN_15,DEP_DELAY_ORIGIN_16,DEP_DELAY_ORIGIN_17,DEP_DELAY_ORIGIN_18,DEP_DELAY_ORIGIN_19,DEP_DELAY_ORIGIN_20,DEP_DELAY_CARRIER_1,DEP_DELAY_CARRIER_2,DEP_DELAY_CARRIER_3,DEP_DELAY_CARRIER_4,DEP_DELAY_CARRIER_5,DEP_DELAY_CARRIER_ORIGIN_1,DEP_DELAY_CARRIER_ORIGIN_2,DEP_DELAY_CARRIER_ORIGIN_3,DEP_DELAY_CARRIER_ORIGIN_4,DEP_DELAY_CARRIER_ORIGIN_5,DEP_DELAY_CARRIER_ORIGIN_6,DEP_DELAY_CARRIER_ORIGIN_7,DEP_DELAY_CARRIER_ORIGIN_8,DEP_DELAY_CARRIER_ORIGIN_9,DEP_DELAY_CARRIER_ORIGIN_10,DEP_DELAY_DEST_1,DEP_DELAY_DEST_2,DEP_DELAY_DEST_3,DEP_DELAY_DEST_4,DEP_DELAY_DEST_5,DEP_DELAY_DEST_6,DEP_DELAY_DEST_7,DEP_DELAY_DEST_8,DEP_DELAY_DEST_9,DEP_DELAY_DEST_10,DEP_DELAY_DEST_11,DEP_DELAY_DEST_12,DEP_DELAY_DEST_13,DEP_DELAY_DEST_14,DEP_DELAY_DEST_15,temperature_DEST,dewPoint_DEST,visibility_DEST,humidity_DEST,cloudCover_DEST,pressure_DEST,windSpeed_DEST,windBearing_DEST
0.0,84.73,66.91,9.52,0.55,0.31,1010.77,5.68,232.0,-4.0,20.0,-4.0,-3.0,14.0,0.0,80.0,21.0,-4.0,-1.0,-1.0,-4.0,-2.0,-5.0,1.0,-1.0,16.0,10.0,18.0,-4.0,1440,1440,1440,1440,1440,-5.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,-8.0,1.0,-7.0,0.0,-5.0,-6.0,-7.0,167.0,10.0,14.0,-4.0,-4.0,-6.0,21.0,-2.0,86.74,67.87,9.73,0.54,0.76,1006.41,8.7,118.0
0.0,84.73,66.91,9.52,0.55,0.31,1010.77,5.68,232.0,-4.0,20.0,-4.0,-3.0,14.0,0.0,80.0,21.0,-4.0,-1.0,-1.0,-4.0,-2.0,-5.0,1.0,-1.0,16.0,10.0,18.0,-4.0,1440,1440,1440,1440,1440,-5.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,-8.0,1.0,-7.0,0.0,-5.0,-6.0,-7.0,167.0,10.0,14.0,-4.0,-4.0,-6.0,21.0,-2.0,86.74,67.87,9.73,0.54,0.76,1006.41,8.7,118.0
0.0,82.73,69.09,9.29,0.64,0.7,1012.48,4.83,250.0,-5.0,-1.0,-2.0,-5.0,-2.0,0.0,-1.0,-2.0,0.0,-3.0,-1.0,17.0,-5.0,-4.0,-3.0,-1.0,34.0,4.0,10.0,-4.0,1440,1440,1440,1440,1440,259.0,119.0,1440,1440,1440,1440,1440,1440,1440,1440,-13.0,-6.0,-4.0,2.0,0.0,5.0,5.0,6.0,-3.0,-3.0,-2.0,8.0,12.0,10.0,7.0,92.67,62.06,10.0,0.36,0.23,1007.65,6.52,128.0
0.0,82.73,69.09,9.29,0.64,0.7,1012.48,4.83,250.0,-5.0,-1.0,-2.0,-5.0,-2.0,0.0,-1.0,-2.0,0.0,-3.0,-1.0,17.0,-5.0,-4.0,-3.0,-1.0,34.0,4.0,10.0,-4.0,1440,1440,1440,1440,1440,259.0,119.0,1440,1440,1440,1440,1440,1440,1440,1440,-13.0,-6.0,-4.0,2.0,0.0,5.0,5.0,6.0,-3.0,-3.0,-2.0,8.0,12.0,10.0,7.0,92.67,62.06,10.0,0.36,0.23,1007.65,6.52,128.0
0.0,87.23,69.18,10.0,0.55,0.34,1013.83,9.65,238.0,26.0,1.0,0.0,13.0,23.0,26.0,-4.0,20.0,7.0,19.0,30.0,-6.0,23.0,-5.0,34.0,-1.0,-3.0,47.0,-2.0,5.0,1440,1440,1440,1440,1440,7.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-3.0,-3.0,-7.0,3.0,47.0,-3.0,-1.0,-10.0,14.0,2.0,-5.0,-4.0,2.0,-2.0,97.07,62.63,10.0,0.32,0.22,1006.64,11.18,163.0
0.0,87.23,69.18,10.0,0.55,0.34,1013.83,9.65,238.0,26.0,1.0,0.0,13.0,23.0,26.0,-4.0,20.0,7.0,19.0,30.0,-6.0,23.0,-5.0,34.0,-1.0,-3.0,47.0,-2.0,5.0,1440,1440,1440,1440,1440,7.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-3.0,-3.0,-7.0,3.0,47.0,-3.0,-1.0,-10.0,14.0,2.0,-5.0,-4.0,2.0,-2.0,97.07,62.63,10.0,0.32,0.22,1006.64,11.18,163.0
0.0,82.43,72.77,8.93,0.73,0.71,1011.35,9.47,268.0,4.0,25.0,2.0,20.0,5.0,13.0,22.0,7.0,-8.0,27.0,-2.0,-4.0,-1.0,206.0,14.0,-2.0,33.0,10.0,32.0,-1.0,1440,1440,1440,1440,1440,10.0,-5.0,1440,1440,1440,1440,1440,1440,1440,1440,9.0,1.0,0.0,,-3.0,6.0,-2.0,12.0,-1.0,-5.0,-7.0,33.0,1.0,-1.0,-7.0,94.99,66.52,9.93,0.4,0.21,1011.97,8.51,103.0
0.0,82.43,72.77,8.93,0.73,0.71,1011.35,9.47,268.0,4.0,25.0,2.0,20.0,5.0,13.0,22.0,7.0,-8.0,27.0,-2.0,-4.0,-1.0,206.0,14.0,-2.0,33.0,10.0,32.0,-1.0,1440,1440,1440,1440,1440,10.0,-5.0,1440,1440,1440,1440,1440,1440,1440,1440,9.0,1.0,0.0,,-3.0,6.0,-2.0,12.0,-1.0,-5.0,-7.0,33.0,1.0,-1.0,-7.0,94.99,66.52,9.93,0.4,0.21,1011.97,8.51,103.0
0.0,82.91,55.63,9.94,0.39,0.53,1015.66,6.32,320.0,6.0,20.0,7.0,-1.0,-4.0,21.0,-7.0,74.0,-6.0,27.0,-3.0,-2.0,3.0,-4.0,-10.0,-4.0,-1.0,19.0,17.0,-2.0,1440,1440,1440,1440,1440,-3.0,,1440,1440,1440,1440,1440,1440,1440,1440,-9.0,-2.0,-4.0,15.0,1.0,-1.0,-5.0,3.0,-5.0,-8.0,-8.0,-5.0,-3.0,7.0,16.0,94.12,71.72,9.56,0.49,0.77,1012.48,8.64,138.0
1.0,82.91,55.63,9.94,0.39,0.53,1015.66,6.32,320.0,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,94.12,71.72,9.56,0.49,0.77,1012.48,8.64,138.0
0.0,83.8,60.74,9.89,0.46,0.54,1019.1,2.14,201.0,-3.0,0.0,0.0,-1.0,0.0,-1.0,-5.0,-3.0,-4.0,2.0,-5.0,-1.0,-1.0,-1.0,3.0,-6.0,0.0,1.0,-2.0,-4.0,1440,1440,1440,1440,1440,0.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,-9.0,12.0,-11.0,-6.0,3.0,-4.0,-6.0,0.0,-3.0,3.0,20.0,10.0,-5.0,-4.0,-6.0,92.91,68.63,10.0,0.45,0.64,1011.06,13.86,176.0
0.0,83.8,60.74,9.89,0.46,0.54,1019.1,2.14,201.0,-3.0,0.0,0.0,-1.0,0.0,-1.0,-5.0,-3.0,-4.0,2.0,-5.0,-1.0,-1.0,-1.0,3.0,-6.0,0.0,1.0,-2.0,-4.0,1440,1440,1440,1440,1440,0.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,-9.0,12.0,-11.0,-6.0,3.0,-4.0,-6.0,0.0,-3.0,3.0,20.0,10.0,-5.0,-4.0,-6.0,92.91,68.63,10.0,0.45,0.64,1011.06,13.86,176.0
0.0,87.37,69.38,9.59,0.55,0.63,1018.02,11.66,259.0,29.0,78.0,-4.0,-2.0,46.0,0.0,7.0,4.0,21.0,-2.0,-4.0,-3.0,12.0,10.0,-2.0,15.0,-3.0,15.0,-3.0,18.0,1440,1440,1440,1440,1440,138.0,66.0,1440,1440,1440,1440,1440,1440,1440,1440,20.0,-3.0,1.0,10.0,91.0,12.0,3.0,6.0,65.0,92.0,13.0,34.0,-4.0,68.0,156.0,77.81,73.66,9.75,0.87,0.87,1012.06,6.83,153.0
0.0,87.37,69.38,9.59,0.55,0.63,1018.02,11.66,259.0,29.0,78.0,-4.0,-2.0,46.0,0.0,7.0,4.0,21.0,-2.0,-4.0,-3.0,12.0,10.0,-2.0,15.0,-3.0,15.0,-3.0,18.0,1440,1440,1440,1440,1440,138.0,66.0,1440,1440,1440,1440,1440,1440,1440,1440,20.0,-3.0,1.0,10.0,91.0,12.0,3.0,6.0,65.0,92.0,13.0,34.0,-4.0,68.0,156.0,77.81,73.66,9.75,0.87,0.87,1012.06,6.83,153.0
0.0,85.71,72.62,8.85,0.65,0.65,1016.86,8.87,294.0,-3.0,3.0,-6.0,87.0,16.0,10.0,32.0,0.0,-7.0,-4.0,-4.0,-2.0,4.0,27.0,11.0,18.0,41.0,3.0,1.0,-5.0,1440,1440,1440,1440,1440,-3.0,28.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-11.0,-4.0,23.0,-2.0,8.0,7.0,3.0,2.0,114.0,-3.0,14.0,42.0,6.0,1.0,90.12,73.83,9.61,0.59,0.68,1008.22,12.66,179.0
0.0,85.71,72.62,8.85,0.65,0.65,1016.86,8.87,294.0,-3.0,3.0,-6.0,87.0,16.0,10.0,32.0,0.0,-7.0,-4.0,-4.0,-2.0,4.0,27.0,11.0,18.0,41.0,3.0,1.0,-5.0,1440,1440,1440,1440,1440,-3.0,28.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-11.0,-4.0,23.0,-2.0,8.0,7.0,3.0,2.0,114.0,-3.0,14.0,42.0,6.0,1.0,90.12,73.83,9.61,0.59,0.68,1008.22,12.66,179.0
0.0,86.87,72.63,8.28,0.63,0.58,1019.3,7.38,309.0,16.0,3.0,9.0,-7.0,219.0,23.0,-2.0,-3.0,-3.0,5.0,-2.0,0.0,-4.0,-2.0,51.0,38.0,0.0,-5.0,10.0,-1.0,1440,1440,1440,1440,1440,5.0,-4.0,1440,1440,1440,1440,1440,1440,1440,1440,5.0,-4.0,-6.0,21.0,0.0,-3.0,-5.0,-6.0,-2.0,13.0,14.0,-4.0,-4.0,1.0,6.0,93.03,71.01,9.84,0.49,0.66,1009.31,19.59,176.0
0.0,86.87,72.63,8.28,0.63,0.58,1019.3,7.38,309.0,16.0,3.0,9.0,-7.0,219.0,23.0,-2.0,-3.0,-3.0,5.0,-2.0,0.0,-4.0,-2.0,51.0,38.0,0.0,-5.0,10.0,-1.0,1440,1440,1440,1440,1440,5.0,-4.0,1440,1440,1440,1440,1440,1440,1440,1440,5.0,-4.0,-6.0,21.0,0.0,-3.0,-5.0,-6.0,-2.0,13.0,14.0,-4.0,-4.0,1.0,6.0,93.03,71.01,9.84,0.49,0.66,1009.31,19.59,176.0
0.0,90.58,71.17,9.74,0.53,0.63,1020.17,7.57,292.0,2.0,8.0,5.0,-4.0,2.0,13.0,27.0,44.0,110.0,23.0,-5.0,3.0,215.0,21.0,0.0,247.0,6.0,-5.0,91.0,0.0,1440,1440,1440,1440,1440,2.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,2.0,-9.0,-10.0,4.0,-5.0,247.0,-2.0,-2.0,-6.0,-1.0,6.0,5.0,-3.0,-1.0,24.0,94.31,70.28,10.0,0.46,0.64,1013.61,15.8,173.0
0.0,90.58,71.17,9.74,0.53,0.63,1020.17,7.57,292.0,2.0,8.0,5.0,-4.0,2.0,13.0,27.0,44.0,110.0,23.0,-5.0,3.0,215.0,21.0,0.0,247.0,6.0,-5.0,91.0,0.0,1440,1440,1440,1440,1440,2.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,2.0,-9.0,-10.0,4.0,-5.0,247.0,-2.0,-2.0,-6.0,-1.0,6.0,5.0,-3.0,-1.0,24.0,94.31,70.28,10.0,0.46,0.64,1013.61,15.8,173.0
0.0,91.93,71.57,9.91,0.52,0.57,1017.24,9.2,277.0,248.0,167.0,40.0,-1.0,-5.0,13.0,-1.0,-2.0,-1.0,-5.0,0.0,38.0,-3.0,-2.0,-3.0,-7.0,1.0,89.0,-1.0,-5.0,1440,1440,1440,1440,1440,-5.0,-1.0,1440,1440,1440,1440,1440,1440,1440,1440,-5.0,2.0,135.0,23.0,1.0,-6.0,-3.0,6.0,35.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,95.34,68.68,10.0,0.42,0.33,1013.15,18.14,178.0
0.0,91.93,71.57,9.91,0.52,0.57,1017.24,9.2,277.0,248.0,167.0,40.0,-1.0,-5.0,13.0,-1.0,-2.0,-1.0,-5.0,0.0,38.0,-3.0,-2.0,-3.0,-7.0,1.0,89.0,-1.0,-5.0,1440,1440,1440,1440,1440,-5.0,-1.0,1440,1440,1440,1440,1440,1440,1440,1440,-5.0,2.0,135.0,23.0,1.0,-6.0,-3.0,6.0,35.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,95.34,68.68,10.0,0.42,0.33,1013.15,18.14,178.0
0.0,93.02,69.95,10.0,0.47,0.32,1014.85,5.83,279.0,153.0,41.0,-1.0,5.0,7.0,5.0,3.0,-4.0,-6.0,39.0,-3.0,-5.0,11.0,-5.0,9.0,27.0,-3.0,18.0,2.0,-2.0,1440,1440,1440,1440,1440,153.0,,1440,1440,1440,1440,1440,1440,1440,1440,153.0,14.0,-3.0,22.0,-2.0,-2.0,,18.0,-7.0,-2.0,-6.0,6.0,-5.0,10.0,0.0,94.76,68.62,10.0,0.43,0.67,1010.34,17.65,171.0
1.0,93.02,69.95,10.0,0.47,0.32,1014.85,5.83,279.0,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,94.76,68.62,10.0,0.43,0.67,1010.34,17.65,171.0
0.0,94.03,71.54,9.68,0.48,0.62,1015.35,5.36,287.0,13.0,-4.0,6.0,2.0,-1.0,-1.0,,-3.0,39.0,-4.0,-3.0,99.0,-2.0,-2.0,64.0,-6.0,0.0,-1.0,38.0,-3.0,1440,1440,1440,1440,1440,-4.0,0.0,1440,1440,1440,1440,1440,1440,1440,1440,-4.0,-7.0,-1.0,7.0,0.0,-2.0,-6.0,-1.0,-9.0,10.0,20.0,2.0,-5.0,-2.0,-3.0,94.92,66.1,9.98,0.39,0.61,1013.38,12.18,194.0
0.0,94.03,71.54,9.68,0.48,0.62,1015.35,5.36,287.0,13.0,-4.0,6.0,2.0,-1.0,-1.0,,-3.0,39.0,-4.0,-3.0,99.0,-2.0,-2.0,64.0,-6.0,0.0,-1.0,38.0,-3.0,1440,1440,1440,1440,1440,-4.0,0.0,1440,1440,1440,1440,1440,1440,1440,1440,-4.0,-7.0,-1.0,7.0,0.0,-2.0,-6.0,-1.0,-9.0,10.0,20.0,2.0,-5.0,-2.0,-3.0,94.92,66.1,9.98,0.39,0.61,1013.38,12.18,194.0
0.0,89.03,70.31,10.0,0.54,0.31,1018.55,8.66,280.0,-1.0,8.0,80.0,-2.0,8.0,-6.0,13.0,5.0,-7.0,-1.0,-1.0,0.0,8.0,-5.0,14.0,-2.0,-4.0,5.0,-1.0,7.0,1440,1440,1440,1440,1440,-1.0,-7.0,1440,1440,1440,1440,1440,1440,1440,1440,-1.0,-8.0,-3.0,80.0,-12.0,-4.0,162.0,5.0,-3.0,3.0,26.0,-7.0,-4.0,0.0,-8.0,96.95,66.21,10.0,0.37,0.31,1015.33,13.22,175.0
0.0,89.03,70.31,10.0,0.54,0.31,1018.55,8.66,280.0,-1.0,8.0,80.0,-2.0,8.0,-6.0,13.0,5.0,-7.0,-1.0,-1.0,0.0,8.0,-5.0,14.0,-2.0,-4.0,5.0,-1.0,7.0,1440,1440,1440,1440,1440,-1.0,-7.0,1440,1440,1440,1440,1440,1440,1440,1440,-1.0,-8.0,-3.0,80.0,-12.0,-4.0,162.0,5.0,-3.0,3.0,26.0,-7.0,-4.0,0.0,-8.0,96.95,66.21,10.0,0.37,0.31,1015.33,13.22,175.0
0.0,90.0,68.88,10.0,0.5,0.33,1016.68,7.95,329.0,-1.0,1.0,14.0,-4.0,0.0,-7.0,-5.0,-8.0,8.0,-4.0,0.0,-5.0,10.0,0.0,53.0,88.0,27.0,1.0,4.0,30.0,1440,1440,1440,1440,1440,-4.0,-4.0,1440,1440,1440,1440,1440,1440,1440,1440,-4.0,-2.0,4.0,1.0,27.0,-5.0,-4.0,-6.0,8.0,-2.0,2.0,3.0,-4.0,2.0,-3.0,94.36,66.23,10.0,0.4,0.64,1013.74,17.72,185.0
0.0,90.0,68.88,10.0,0.5,0.33,1016.68,7.95,329.0,-1.0,1.0,14.0,-4.0,0.0,-7.0,-5.0,-8.0,8.0,-4.0,0.0,-5.0,10.0,0.0,53.0,88.0,27.0,1.0,4.0,30.0,1440,1440,1440,1440,1440,-4.0,-4.0,1440,1440,1440,1440,1440,1440,1440,1440,-4.0,-2.0,4.0,1.0,27.0,-5.0,-4.0,-6.0,8.0,-2.0,2.0,3.0,-4.0,2.0,-3.0,94.36,66.23,10.0,0.4,0.64,1013.74,17.72,185.0
0.0,89.41,66.69,9.88,0.47,0.3,1016.89,4.09,319.0,1.0,3.0,3.0,4.0,-6.0,48.0,12.0,4.0,-1.0,0.0,17.0,0.0,-1.0,-3.0,-1.0,43.0,-5.0,-3.0,-8.0,33.0,1440,1440,1440,1440,1440,1.0,29.0,1440,1440,1440,1440,1440,1440,1440,1440,1.0,-8.0,22.0,16.0,-8.0,-5.0,0.0,-3.0,10.0,1.0,-3.0,4.0,-4.0,-2.0,42.0,95.62,69.95,10.0,0.44,0.66,1013.3,13.92,171.0
0.0,89.41,66.69,9.88,0.47,0.3,1016.89,4.09,319.0,1.0,3.0,3.0,4.0,-6.0,48.0,12.0,4.0,-1.0,0.0,17.0,0.0,-1.0,-3.0,-1.0,43.0,-5.0,-3.0,-8.0,33.0,1440,1440,1440,1440,1440,1.0,29.0,1440,1440,1440,1440,1440,1440,1440,1440,1.0,-8.0,22.0,16.0,-8.0,-5.0,0.0,-3.0,10.0,1.0,-3.0,4.0,-4.0,-2.0,42.0,95.62,69.95,10.0,0.44,0.66,1013.3,13.92,171.0
0.0,90.55,66.02,9.67,0.45,0.65,1017.6,10.25,10.0,176.0,0.0,44.0,11.0,5.0,80.0,-3.0,-4.0,-3.0,178.0,24.0,-1.0,5.0,38.0,55.0,53.0,-3.0,-3.0,-3.0,-3.0,1440,1440,1440,1440,1440,-3.0,3.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-4.0,54.0,-2.0,53.0,-3.0,-9.0,16.0,-11.0,-6.0,-2.0,8.0,70.0,-2.0,3.0,97.15,67.81,10.0,0.39,0.26,1014.86,14.37,181.0
0.0,90.55,66.02,9.67,0.45,0.65,1017.6,10.25,10.0,176.0,0.0,44.0,11.0,5.0,80.0,-3.0,-4.0,-3.0,178.0,24.0,-1.0,5.0,38.0,55.0,53.0,-3.0,-3.0,-3.0,-3.0,1440,1440,1440,1440,1440,-3.0,3.0,1440,1440,1440,1440,1440,1440,1440,1440,-3.0,-4.0,54.0,-2.0,53.0,-3.0,-9.0,16.0,-11.0,-6.0,-2.0,8.0,70.0,-2.0,3.0,97.15,67.81,10.0,0.39,0.26,1014.86,14.37,181.0
0.0,92.2,66.17,9.89,0.43,0.27,1015.99,9.02,330.0,-7.0,7.0,4.0,-2.0,4.0,-4.0,-4.0,34.0,0.0,-1.0,-7.0,-5.0,-3.0,0.0,13.0,18.0,2.0,-4.0,-8.0,15.0,1440,1440,1440,1440,1440,-7.0,0.0,1440,1440,1440,1440,1440,1440,1440,1440,-7.0,-3.0,0.0,-4.0,1.0,-4.0,-4.0,-4.0,6.0,-3.0,3.0,-6.0,-12.0,-3.0,-2.0,97.79,63.64,10.0,0.33,0.23,1013.82,12.29,159.0
0.0,92.2,66.17,9.89,0.43,0.27,1015.99,9.02,330.0,-7.0,7.0,4.0,-2.0,4.0,-4.0,-4.0,34.0,0.0,-1.0,-7.0,-5.0,-3.0,0.0,13.0,18.0,2.0,-4.0,-8.0,15.0,1440,1440,1440,1440,1440,-7.0,0.0,1440,1440,1440,1440,1440,1440,1440,1440,-7.0,-3.0,0.0,-4.0,1.0,-4.0,-4.0,-4.0,6.0,-3.0,3.0,-6.0,-12.0,-3.0,-2.0,97.79,63.64,10.0,0.33,0.23,1013.82,12.29,159.0
0.0,91.61,67.13,10.0,0.45,0.56,1017.66,8.44,74.0,7.0,-3.0,14.0,-6.0,10.0,1.0,-3.0,17.0,-3.0,26.0,0.0,15.0,1.0,4.0,78.0,-6.0,-3.0,-3.0,1.0,-4.0,1440,1440,1440,1440,1440,26.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,26.0,-2.0,0.0,-1.0,-3.0,0.0,-8.0,,35.0,5.0,-7.0,0.0,-4.0,4.0,4.0,97.98,64.7,9.97,0.34,0.2,1013.27,12.54,141.0
0.0,91.61,67.13,10.0,0.45,0.56,1017.66,8.44,74.0,7.0,-3.0,14.0,-6.0,10.0,1.0,-3.0,17.0,-3.0,26.0,0.0,15.0,1.0,4.0,78.0,-6.0,-3.0,-3.0,1.0,-4.0,1440,1440,1440,1440,1440,26.0,-6.0,1440,1440,1440,1440,1440,1440,1440,1440,26.0,-2.0,0.0,-1.0,-3.0,0.0,-8.0,,35.0,5.0,-7.0,0.0,-4.0,4.0,4.0,97.98,64.7,9.97,0.34,0.2,1013.27,12.54,141.0
0.0,89.06,69.03,9.74,0.52,0.62,1020.11,5.7,178.0,18.0,24.0,6.0,0.0,33.0,-3.0,-6.0,-5.0,4.0,9.0,31.0,-4.0,-1.0,-4.0,-1.0,117.0,-9.0,-8.0,24.0,-3.0,1440,1440,1440,1440,1440,18.0,19.0,1440,1440,1440,1440,1440,1440,1440,1440,18.0,-3.0,-5.0,2.0,22.0,32.0,-5.0,-8.0,-4.0,21.0,-1.0,65.0,-3.0,1.0,23.0,99.28,63.43,10.0,0.31,0.22,1014.38,10.27,175.0
0.0,89.06,69.03,9.74,0.52,0.62,1020.11,5.7,178.0,18.0,24.0,6.0,0.0,33.0,-3.0,-6.0,-5.0,4.0,9.0,31.0,-4.0,-1.0,-4.0,-1.0,117.0,-9.0,-8.0,24.0,-3.0,1440,1440,1440,1440,1440,18.0,19.0,1440,1440,1440,1440,1440,1440,1440,1440,18.0,-3.0,-5.0,2.0,22.0,32.0,-5.0,-8.0,-4.0,21.0,-1.0,65.0,-3.0,1.0,23.0,99.28,63.43,10.0,0.31,0.22,1014.38,10.27,175.0
0.0,91.25,69.84,10.0,0.5,0.32,1020.17,5.59,305.0,10.0,-4.0,2.0,4.0,0.0,5.0,36.0,13.0,0.0,-7.0,4.0,13.0,-4.0,-3.0,74.0,11.0,-4.0,10.0,11.0,54.0,1440,1440,1440,1440,1440,-7.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,-7.0,-5.0,14.0,-3.0,-4.0,5.0,0.0,,-3.0,0.0,14.0,0.0,-2.0,9.0,-4.0,96.41,66.35,10.0,0.38,0.32,1014.71,6.93,136.0
0.0,91.25,69.84,10.0,0.5,0.32,1020.17,5.59,305.0,10.0,-4.0,2.0,4.0,0.0,5.0,36.0,13.0,0.0,-7.0,4.0,13.0,-4.0,-3.0,74.0,11.0,-4.0,10.0,11.0,54.0,1440,1440,1440,1440,1440,-7.0,-3.0,1440,1440,1440,1440,1440,1440,1440,1440,-7.0,-5.0,14.0,-3.0,-4.0,5.0,0.0,,-3.0,0.0,14.0,0.0,-2.0,9.0,-4.0,96.41,66.35,10.0,0.38,0.32,1014.71,6.93,136.0
0.0,92.33,67.82,9.86,0.45,0.28,1017.15,7.15,287.0,-5.0,63.0,-1.0,33.0,25.0,8.0,-6.0,0.0,-7.0,-4.0,-5.0,18.0,15.0,-1.0,-5.0,7.0,-3.0,8.0,-6.0,-4.0,1440,1440,1440,1440,1440,-5.0,22.0,1440,1440,1440,1440,1440,1440,1440,1440,-5.0,93.0,33.0,,266.0,-1.0,104.0,8.0,17.0,4.0,1.0,10.0,,7.0,25.0,93.73,70.89,9.94,0.48,0.54,1015.45,8.64,132.0
0.0,92.33,67.82,9.86,0.45,0.28,1017.15,7.15,287.0,-5.0,63.0,-1.0,33.0,25.0,8.0,-6.0,0.0,-7.0,-4.0,-5.0,18.0,15.0,-1.0,-5.0,7.0,-3.0,8.0,-6.0,-4.0,1440,1440,1440,1440,1440,-5.0,22.0,1440,1440,1440,1440,1440,1440,1440,1440,-5.0,93.0,33.0,,266.0,-1.0,104.0,8.0,17.0,4.0,1.0,10.0,,7.0,25.0,93.73,70.89,9.94,0.48,0.54,1015.45,8.64,132.0
0.0,92.21,71.33,9.86,0.51,0.32,1016.0,6.69,291.0,7.0,-3.0,26.0,37.0,12.0,31.0,-6.0,0.0,190.0,-1.0,0.0,15.0,15.0,10.0,-2.0,-5.0,11.0,64.0,2.0,19.0,1440,1440,1440,1440,1440,-1.0,12.0,1440,1440,1440,1440,1440,1440,1440,1440,-1.0,-5.0,5.0,4.0,11.0,29.0,5.0,4.0,7.0,100.0,17.0,43.0,19.0,-3.0,0.0,89.79,69.73,9.82,0.52,0.68,1014.07,7.1,166.0
0.0,92.21,71.33,9.86,0.51,0.32,1016.0,6.69,291.0,7.0,-3.0,26.0,37.0,12.0,31.0,-6.0,0.0,190.0,-1.0,0.0,15.0,15.0,10.0,-2.0,-5.0,11.0,64.0,2.0,19.0,1440,1440,1440,1440,1440,-1.0,12.0,1440,1440,1440,1440,1440,1440,1440,1440,-1.0,-5.0,5.0,4.0,11.0,29.0,5.0,4.0,7.0,100.0,17.0,43.0,19.0,-3.0,0.0,89.79,69.73,9.82,0.52,0.68,1014.07,7.1,166.0
0.0,90.78,69.69,10.0,0.5,0.56,1015.08,8.93,307.0,-6.0,11.0,-1.0,-6.0,0.0,1.0,-3.0,-2.0,4.0,-2.0,-3.0,3.0,-5.0,2.0,-4.0,-2.0,13.0,-6.0,-2.0,-3.0,1440,1440,1440,1440,1440,-6.0,-7.0,1440,1440,1440,1440,1440,1440,1440,1440,-6.0,-5.0,0.0,-4.0,-14.0,-2.0,-7.0,-3.0,0.0,12.0,5.0,35.0,-1.0,-5.0,5.0,96.9,67.2,10.0,0.38,0.29,1010.83,14.5,163.0
