COD,locatedIn,state_WY:1.000000
CloudWeather,meteo_2010_2010-01-09T08:1.000000
CloudWeather,meteo_2010_2010-01-09T05:1.000000
CloudWeather,meteo_2010_2010-01-09T06:1.000000
CloudWeather,meteo_2010_2010-01-09T09:1.000000
GeoLocation,city_Denver_CO:1.000000
city_Seattle_WA,locatedIn,state_WA:1.000000
CloudWeather,meteo_2010_2010-01-09T00:1.000000
CloudWeather,meteo_2010_2010-01-09T03:1.000000
CloudWeather,meteo_2010_2010-01-09T04:1.000000
CloudWeather,meteo_2010_2010-01-09T01:1.000000
EWR,locatedIn,city_Newark_NJ:1.000000
STL,locatedIn,city_St_Louis_MO:1.000000
CloudWeather,meteo_2010_2010-01-09T02:1.000000
Airport,ELM:1.000000
Airport,ELP:1.000000
GeoLocation,HNL:1.000000
LAX,locatedIn,city_Los_Angeles_CA:1.000000
ArrOnTime,dep_2010-01-16_67:1.000000
City,city_Columbia_MO:1.000000
GeoLocation,HOB:1.000000
HPN,locatedIn,state_NY:1.000000
dep_2010-01-17_1923,hasDest,DFW:1.000000
DCA,serveCity,city_Arlington_VA:1.000000
dep_2010-01-02_67,hasCarrier,DL:1.000000
WindWeather,meteo_2010_2010-01-21T22:1.000000
city_Lake_Charles_LA,locatedIn,state_LA:1.000000
dep_2010-01-26_1923,hasCarrier,DL:1.000000
GeoLocation,HLN:1.000000
ROW,serveCity,city_Roswell_NM:1.000000
dep_2010-01-31_1927,hasFlight,Flight1927:1.000000
Airport,VPS:1.000000
WindWeather,meteo_2010_2010-01-21T21:1.000000
GeoLocation,city_Montgomery_AL:1.000000
GeoLocation,city_Pellston_MI:1.000000
city_Kalispell_MT,locatedIn,state_MT:1.000000
city_Laramie_WY,locatedIn,state_WY:1.000000
